particle,length
0,0.140943
1,0.0148949
2,0.0168951
3,0.0157082
4,0.0250023
5,0.0176709
6,0.0178296
7,0.0724914
8,0.027673
9,0.0146223
10,0.0271015
11,0.0686789
12,0.0152701
13,0.146916
14,0.0149182
15,0.0581763
16,0.139719
17,0.0150069
18,0.0674204
19,0.0660581
20,0.0282257
21,0.0155005
22,0.0156007
23,0.0154816
24,0.0153432
25,0.027
26,0.0244877
27,0.0155003
28,0.0554576
29,0.0574908
30,0.0164502
31,0.0149743
32,0.0153229
33,0.0563127
34,0.0150416
35,0.0145532
36,0.0181224
37,0.0164271
38,0.0342505
39,0.0748412
40,0.0202648
41,0.0153279
42,0.0246498
43,0.0185634
44,0.0897071
45,0.0269227
46,0.13967
47,0.0580882
48,0.0735574
49,0.015307
50,0.112515
51,0.0180875
52,0.0254792
53,0.0651362
54,0.017468
55,0.0680652
56,0.110456
57,0.0146847
58,0.0672647
59,0.0182296
60,0.0253334
61,0.0985248
62,0.237967
63,0.175438
64,0.0969566
65,0.11025
66,0.0156545
67,0.0153527
68,0.027865
69,0.0146335
70,0.0258084
71,0.0167409
72,0.0627438
73,0.215634
74,0.0221993
75,0.0557174
76,0.0698627
77,0.0157299
78,0.014972
79,0.0790384
80,0.014592
81,0.0665322
82,0.0667821
83,0.068909
84,0.0161639
85,0.0179196
86,0.182993
87,0.0163569
88,0.0575352
89,0.0146522
90,0.0691394
91,0.0563747
92,0.0252442
93,0.020652
94,0.0582731
95,0.104214
96,0.150431
97,0.0766186
98,0.0281191
99,0.0231703
100,0.023674
101,0.100697
102,0.0152613
103,0.114214
104,0.0180392
105,0.12398
106,0.105468
107,0.0984819
108,0.026776
109,0.0147922
110,0.0259163
111,0.0145013
112,0.0147645
113,0.0151623
114,0.14128
115,0.161629
116,0.015929
117,0.0149817
118,0.0149781
119,0.014976
120,0.0255356
121,0.0650545
122,0.0145057
123,0.0174773
124,0.0150862
125,0.0565623
126,0.108028
127,0.0180361
128,0.0562377
129,0.219914
130,0.107433
131,0.0302355
132,0.024431
133,0.0149471
134,0.0248465
135,0.0184764
136,0.141357
137,0.0152442
138,0.209908
139,0.0250014
140,0.0151611
141,0.0148401
142,0.0158878
143,0.188033
144,0.0574064
145,0.0775791
146,0.0168233
147,0.123882
148,0.0180785
149,0.0967829
150,0.0976477
151,0.0241935
152,0.0153073
153,0.0255463
154,0.148928
155,0.014498
