particle,length
0,0.0165582
1,0.0262086
2,0.0249425
3,0.0151621
4,0.0146205
5,0.0151236
6,0.181453
7,0.187937
8,0.02537
9,0.014614
10,0.0565138
11,0.0184778
12,0.0151125
13,0.180105
14,0.0148085
15,0.0173308
16,0.0753099
17,0.15697
18,0.0248526
19,0.0695808
20,0.0668055
21,0.105189
22,0.0249938
23,0.0194115
24,0.0165333
25,0.0147332
26,0.0278068
27,0.0577825
28,0.0650665
29,0.0273731
30,0.0156838
31,0.0969254
32,0.0252734
33,0.0258921
34,0.0563505
35,0.0145873
36,0.0258308
37,0.0749239
38,0.0705856
39,0.0147059
40,0.0147279
41,0.0148479
42,0.0152135
43,0.0145706
44,0.139053
45,0.0251065
46,0.0241173
47,0.109891
48,0.108939
49,0.0840017
50,0.0252068
51,0.112865
52,0.154669
53,0.0178095
54,0.0175086
55,0.0260602
56,0.0184349
57,0.0574116
58,0.0251173
59,0.0261775
60,0.0149972
61,0.0145623
62,0.0146869
63,0.0259053
64,0.01521
65,0.073718
66,0.0749194
67,0.0320229
68,0.0241528
69,0.0611042
70,0.0573398
71,0.0262792
72,0.0144724
73,0.107602
74,0.0155303
75,0.0161636
76,0.0176955
77,0.0573439
78,0.183966
79,0.0288425
80,0.0180298
81,0.0152556
82,0.0745091
83,0.103643
84,0.176485
85,0.0146433
86,0.0727597
87,0.0580869
88,0.0148072
89,0.0777456
90,0.015178
91,0.0162349
92,0.0259926
93,0.0214652
94,0.0636012
95,0.16302
96,0.0147212
97,0.024176
98,0.0157227
99,0.0261709
100,0.0161831
101,0.0937348
102,0.0178228
103,0.0254002
104,0.0249362
105,0.0790664
106,0.025062
107,0.0743285
108,0.0161393
109,0.0158556
110,0.0263491
111,0.0149345
112,0.0547965
113,0.0152084
114,0.135833
115,0.0770551
116,0.0247206
117,0.0242652
118,0.014949
119,0.0241467
120,0.0250296
121,0.017711
122,0.0557542
123,0.0155486
124,0.0681467
125,0.0706552
126,0.016233
127,0.0582344
128,0.0242033
129,0.0151516
130,0.0181466
131,0.0243645
132,0.0247967
133,0.0190121
134,0.0255821
135,0.0165258
136,0.0239903
137,0.115559
138,0.017422
139,0.0251712
140,0.0246366
141,0.0184079
142,0.0940793
143,0.0151759
144,0.10355
145,0.024925
146,0.16141
147,0.167963
148,0.130079
149,0.0293123
150,0.0244217
151,0.106534
152,0.0250565
153,0.0786129
154,0.0177081
155,0.0147488
156,0.017637
157,0.0148781
158,0.0713005
159,0.014511
160,0.0162802
161,0.0148585
162,0.0252865
163,0.0153885
164,0.0146027
165,0.0163019
166,0.0569335
167,0.0575619
168,0.0156251
169,0.0274338
170,0.0145543
171,0.0170814
172,0.0794248
173,0.0216431
174,0.187967
175,0.0557619
176,0.0639737
177,0.0150261
178,0.0148629
179,0.0169487
180,0.226889
181,0.0251763
182,0.0991138
183,0.103286
184,0.024289
185,0.0274809
186,0.0259802
187,0.0149492
188,0.0267423
189,0.0161345
190,0.0152134
191,0.103195
192,0.0144569
193,0.0160435
194,0.0162257
195,0.140675
196,0.263927
197,0.0259351
198,0.116401
199,0.196589
200,0.0173568
201,0.0146294
202,0.0581289
203,0.0251788
204,0.153297
205,0.0163892
206,0.0780743
207,0.0185435
208,0.167629
209,0.0147249
210,0.0251239
211,0.0144977
212,0.0145339
213,0.0151563
214,0.0664463
215,0.1898
216,0.0160465
217,0.0687132
218,0.104642
219,0.0172298
220,0.0180406
221,0.0801674
222,0.0265808
223,0.016482
224,0.0258108
225,0.0256653
226,0.0266454
227,0.0574091
228,0.0576794
229,0.0644306
230,0.105684
231,0.0148595
232,0.0157641
233,0.078437
234,0.0742767
