particle,length
0,0.01448
1,0.0146285
2,0.0247778
3,0.285011
4,0.0584157
5,0.0620507
6,0.0273335
7,0.0990515
8,0.110755
9,0.0167135
10,0.158117
11,0.0736158
12,0.0146655
13,0.0154646
14,0.0756028
15,0.0148837
16,0.02431
17,0.084055
18,0.259429
19,0.0145671
20,0.0766482
21,0.0280289
22,0.0163267
23,0.0896427
24,0.0244377
25,0.0146008
26,0.0205588
27,0.13158
28,0.0145346
29,0.0157768
30,0.0683958
31,0.0146688
32,0.0177504
33,0.0247769
34,0.0145506
35,0.015843
36,0.0992359
37,0.0147728
38,0.0151617
39,0.0691808
40,0.0144882
41,0.0726882
42,0.114204
43,0.0157096
44,0.017556
45,0.0152262
46,0.0701837
47,0.213579
48,0.290112
49,0.0262647
50,0.0249469
51,0.014786
52,0.0149879
53,0.0973205
54,0.0153605
55,0.0645161
56,0.148362
57,0.291719
58,0.142227
59,0.0578851
60,0.09831
61,0.0334402
62,0.0249364
63,0.0779024
64,0.0260994
65,0.109585
66,0.016807
67,0.0279118
68,0.0661194
69,0.0156426
70,0.0250223
71,0.0971348
72,0.480724
73,0.0576734
74,0.0145346
75,0.0251337
76,0.0166441
77,0.0150337
78,0.05665
79,0.202165
80,0.0153995
81,0.0265102
82,0.128244
83,0.105846
84,0.0574728
85,0.0686591
86,0.0151526
87,0.151435
88,0.0650599
89,0.014988
90,0.142725
91,0.113288
92,0.0248908
93,0.0179856
94,0.0265139
95,0.0962303
96,0.0753535
97,0.443758
98,0.0176664
99,0.113882
100,0.0228667
101,0.0156206
102,0.0178188
103,0.0146696
104,0.0149966
105,0.0157683
106,0.0996998
107,0.0581062
108,0.026304
109,0.0168204
110,0.0246466
111,0.0242939
112,0.0155949
113,0.0146383
114,0.0145972
115,0.0576728
116,0.0150392
117,0.024864
118,0.0157503
119,0.0152543
120,0.0742746
121,0.0222534
122,0.0154319
123,0.437551
124,0.0607318
125,0.0264377
126,0.0733236
127,0.0296813
128,0.0617481
129,0.0246421
130,0.0251175
131,0.0201223
132,0.0247647
133,0.0368355
134,0.113846
135,0.104548
136,0.0185461
137,0.0144896
138,0.0156434
139,0.0251351
140,0.0660004
141,0.0268088
142,0.068421
143,0.0256196
144,0.351743
145,0.0245896
146,0.201928
147,0.0549905
148,0.101472
149,0.122295
150,0.0179603
151,0.0155526
152,0.10667
153,0.150896
154,0.024885
155,0.0658892
156,0.0252141
157,0.055806
158,0.0158152
159,0.0162237
160,0.0248247
161,0.0154499
162,0.025426
163,0.0149128
164,0.0249063
165,0.076485
166,0.0145404
167,0.0155556
168,0.0175116
169,0.180428
170,0.0563354
171,0.0150461
172,0.0146083
173,0.0263815
174,0.0261389
175,0.0146297
176,0.0668474
177,0.0150856
178,0.156623
179,0.0633845
180,0.162958
181,0.0148096
182,0.0977211
183,0.0277945
184,0.0149153
185,0.0145177
186,0.0160037
187,0.0153767
188,0.02553
189,0.0150036
190,0.0254939
191,0.0152119
192,0.0550312
193,0.01873
194,0.102184
195,0.0150694
196,0.0181156
197,0.0145047
198,0.589404
199,0.103095
200,0.0242333
201,0.0148392
202,0.0146952
203,0.0149909
204,0.014753
205,0.0582349
206,0.109696
207,0.0179758
208,0.065866
209,0.0576613
210,0.0635657
211,0.0154042
212,0.0190064
213,0.0555682
214,0.0255676
215,0.0176038
216,0.106161
217,0.0146604
218,0.0268764
219,0.0184504
220,0.068403
221,0.0148463
222,0.0150192
223,0.0150702
224,0.06555
225,0.0576904
226,0.102832
227,0.0796514
228,0.0149747
229,0.0252626
230,0.0149504
231,0.0151287
232,0.0152466
233,0.138683
234,0.0283458
235,0.0248237
236,0.140192
237,0.0254486
238,0.0243802
239,0.0908835
240,0.0246262
241,0.016094
242,0.0174317
243,0.121763
244,0.0660624
245,0.0620899
246,0.304031
247,0.0166859
248,0.103739
249,0.0251467
250,0.0259054
251,0.0157197
252,0.0843051
253,0.0150418
254,0.014898
255,0.0753303
256,0.0156171
257,0.0777573
258,0.0690489
259,0.0579105
260,0.0706843
261,0.0249726
262,0.0154968
263,0.104643
264,0.0180814
265,0.02542
266,0.148994
267,0.0241999
268,0.0568843
269,0.0257937
270,0.0146865
271,0.360238
272,0.0181371
273,0.0671786
274,0.0174659
275,0.0977648
276,0.0583456
277,0.0246375
278,0.0151764
279,0.0255093
280,0.0148564
281,0.0775731
282,0.0145235
283,0.0153548
284,0.0959687
285,0.0635554
286,0.129847
287,0.189365
288,0.015583
289,0.184212
290,0.432303
291,0.0150889
292,0.0306958
293,0.317079
294,0.0158547
295,0.0682381
296,0.0156103
297,0.0697455
298,0.0184288
299,0.0658795
300,0.0145268
301,0.0155094
302,0.0667008
303,0.0146526
304,0.131159
305,0.0219357
306,0.0147595
307,0.0560133
